"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-609","Ivan Vladimirovich SANAEV","Иван Владимирович Санаев","LNR","Member of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”","Regional","Luhansk","2014","","Yes","Born in Otamanivka, Ukraine"
"OFC-610","Olga Valerievna POZDNYAKOVA","Ольга Валерьевна ПОЗДНЯКОВА","DPR","Director of the Nekrasov Fund, a social and cultural organisation based in Donetsk. Former ‘Chairperson’ of the ‘Central Electoral Commission’ of the so-called ‘Donetsk People’s Republic’. Former head","Regional","Donetsk","2023","2026","No","Russian, from Rostov oblast"
"OFC-611","Elena Ivanovna RAKHMUKOVA","Елена Ивановна РАХМУКОВА","LNR","Former member of the so-called “People's Council” of the so-called“Luhansk People's Republic”.","Regional","Luhansk","2014","2023","No","Born in Antratsyt, Luhansk region"
"OFC-612","Alexey Sergeevich DOROFEEV","Алексей Сергеевич ДОРОФЕЕВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Donetsk region"
"OFC-613","Aleksandra Sergeevna KOVALENKO","Александра Сергеевна КОВАЛЕНКО","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Krasnodon","2014","2023","No","Luhansk region"
"OFC-614","Oleksandr Arkadiyovych KALYUSSKIY","Александр Аркадьевич КАЛЮССКИЙ","DPR","Former so-called ‘de facto Deputy Prime Minister for Social Affairs of the Donetsk People’s Republic’.","Regional","Donetsk","2014","2014","No","Donetsk region"
"OFC-615","Oksana Viktorovna SIGIDINA","Оксана Викторовна СИГИДИНА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-616","Alexander Vladimirovich KOVTYRIN","Александр Владимирович КОВТЫРИН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Born in Makiivka, Ukraine"
"OFC-617","Zhanna Viktorovna MARFINA","Жанна Викторовна МАРФИНА","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","","Yes","Luhansk region"
"OFC-618","Sergey Nikolayevich STANKEVICH","Сергей Николаевич СТАНКЕВИЧ","Crimea","Head of Border Directorate of the Federal Security Service of the Russian Federation for “Republic of Crimea and City of Sevastopol”, Rear Admiral.","City","Sevastopol","2018","","Unknown","Born in Kaliningrad, Russia"
"OFC-619","Andrei Fiodorovich SOPELNIK","Андрей Фёдорович СОПЕЛЬНИК","LNR","Deputy Chairman of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”.","Regional","Sverdlovsk","2014","","Yes","Born in Antratsyt, Luhansk region"
"OFC-620","Yuriy Anatolievich DEGTYAREV","Юрий Анатольевич ДЕГТЯРЕВ","LNR","Former so-called ‘Minister of Natural Resources and Environmental Security’ of the so-called ‘Luhansk People's Republic’","Regional","Luhansk","2014","2022","No","Luhansk region"
"OFC-621","Irina Ivanovna ANDRUKH","Ирина Ивановна АНДРУХ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","2023","No","Luhansk region"
"OFC-623","Andrey Leonidovich SIGUTA","Андрей Леонидович СИГУТА","Multiple","Russian-appointed acting head of the military-civilian administration of the Melitopol district","Regional","Melitopol","2023","2025","No","Born in Berdiansk, Ukraine"
"OFC-624","Irina Dmitrievna KLYUEVA","Ирина Дмитриевна КЛЮЕВА","Crimea","Commissioner for  Children Rights  in the so-called Republic of  Crimea","Regional","Crimea","2014","2024","No","Born in Khmelnytskyi Oblast, Ukraine"
"OFC-625","Julia Mikhailovna KRYUKOVA","Юлия Михайловна КРЮКОВА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Born in Grozny, Chechnya"
"OFC-626","Dmitry Aleksandrovich KHOROSHILOV","Дмитрий Александрович ХОРОШИЛОВ","LNR","First Deputy Chairman of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”.","Regional","Luhansk","2014","","Yes","Ukrainian-born, collaborator"
"OFC-627","Yuriy Nikolaevich TELIKANOV","Юрий Николаевич ТЕЛИКАНОВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","2023","No","Born in Yenakijeve, Donetsk region"
"OFC-629","Alexander Anatolievich SERYOZHENKO","Александр Анатольевич СЕРЁЖЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","","Yes","Born in Horlivka, Ukraine"
"OFC-630","Oleg KRYUCHKOV","Олег КРЮЧКОВ","Crimea","the spokesperson for the Russian occupation authority in Crimea and advisor to the Head of Crimea","Regional","Crimea","2018","","Yes","Born in Simferopol, Crimea."
"OFC-631","Roman Nikolaevich LEPA","Роман Николаевич ЛЕПА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Ukrainian-born, collaborator"
"OFC-632","Viktor Dmitrievich ISHCHENKO","Виктор Дмитриевич ИЩЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Donetsk region"
"OFC-633","Marina Nikolaevna ZHEYNOVA","Марина Николаевна ЖЕЙНОВА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-634","Alexandr Vasilievich SHUBIN","Александр Васильевич ШУБИН","LNR","Former so-called “Minister of Justice” and former “Deputy Defence Minister” of the illegal so-called “Luhansk People's Republic”. 
Former chairman of the “Central Election Commission” of the so- calle","Regional","Luhansk","2014","2015","No","Ukrainian-born, collaborator"
"OFC-635","Valentina Vasilyevna LAVRIK","Валентина Васильевна ЛАВРИК","Crimea","So-called “Minister of Education, Science and Youth of the Republic of Crimea”","Regional","Simferopol","2019","","Yes","Born in Vinnytsia Oblast, Ukraine"
"OFC-636","Sergey Gennadevich TSYPLAKOV","Сергей Геннадьевич ЦЫПЛАКОВ","DPR","One of the leaders of the ideologically radical organisation ‘People's Militia of Donbas’. Former member of the ‘People's Council of the Donetsk People's Republic’, and of its Committee on Foreign Pol","Regional","Donetsk","2014","2023","No","Ukrainian-born, collaborator"
"OFC-638","Olga Igorevna BESEDINA","Ольга Игоревна БЕСЕДИНА","Multiple","Former so-called ‘Minister of Economic Development and Trade’ of the so-called ‘Lugansk People's Republic’. Former head of the foreign economy department at the Office of the head of the “Luhansk Admi","Regional","Luhansk","2014","2015","No","Luhansk region"
"OFC-639","Nazariy Anatolyevich DOMANIN","Назарий Анатольевич ДОМАНИН","Kherson Oblast","Chairman of the Council of the Regional Branch of “Movement of the First” of the Kherson Region","Regional","Kherson Oblast","2022","2024","No","Ukrainian-born, collaborator"
"OFC-640","Andrei Nikolaevich RODKIN","Андрей Николаевич РОДКИН","DPR","Former Moscow Representative of the so-called ‘Donetsk People's  Republic’. One  of  the  former  leaders of  the  ‘Union  of Donbas 
Volunteers’.","Regional","Moscow","2014","","No","Born in Moscow"
"OFC-641","Yuriy Nikolaevich GOVTVIN","Юрий Николаевич ГОВТВИН","LNR","So-called ‘First Deputy Chair of the government’ of the so-called ‘Luhansk People's Republic’","Regional","Luhansk","2019","","Yes","Luhansk region"
"OFC-642","Dmitry Sergeevich SIDOROV","Дмитрий Сергеевич СИДОРОВ","LNR","So-called ‘Minister of Culture, Sports and Youth’, later 'Minister of Culture' of the so-called ‘Luhansk People's Republic’","Regional","Luhansk","2017","2025 (latest)","No","Luhansk region"
"OFC-643","Ekaterina Yurievna ARLAMENKOVA","Екатерина Юрьевна АРЛАМЕНКОВА","Crimea","Chair of the regional branch of the Republic of Crimea of “Movement of the First”","Regional","Crimea","2022","2025","No","Born in St Petersburg, Russia"
"OFC-644","Serafim Vikentevich IVANOV","Серафим Викентьевич ИВАНОВ","Kherson Oblast","Press secretary in the organisation “Volunteer Squad”; 
Head of the regional headquarters of Yunarmiya VVPOD in the Kherson region","Regional","Kherson Oblast","2022","","Yes","From Russia (St. Petersburg)"
"OFC-645","Leonid Vladimirovich PRISENKO","Леонид Владимирович ПРИСЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-646","Petro Anatoliyovych ZYMA","Петр Анатольевич ЗИМА","Crimea","Head of the Crimean Security Service (SBU)","Regional","Simferopol","","","Unknown","Ukrainian-born, Crimea-based collaborator"
"OFC-647","Alexey Sergeevich GALCHENKOV","Алексей Сергеевич ГАЛЧЕНКОВ","Kherson Oblast","So-called “Minister of Education” of Kherson Region","Regional","Kherson Oblast","2023","2023","No","Born in Taganrog, Rostov oblast, Russia"
"OFC-648","Natalya Ivanovna STRELCHUK","Наталья Ивановна СТРЕЛЬЧУК","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-649","Natalia Ivanovna BEZRUCHENKO","Наталья Ивановна БЕЗРУЧЕНКО","Crimea","Secretary of the Crimea Electoral Commission","Regional","Crimea","2024 (at least)","","Yes","Born in Simferopol, Crimea."
"OFC-650","Gleb Leonidovich MIKHAILOV","Глеб Леонидович МИХАЙЛОВ","LNR","Prosecutor of the so-called “Luhansk People's Republic”, under the authority of the Office of Public Prosecutor of the Russian Federation","Regional","Luhansk","2022","","Unknown","From Russia"
"OFC-651","Alexander Pavlovich DYAGOVETS","Александр Павлович ДЯГОВЕЦ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-652","Dmitriy Vladimirovich SHMELEV","Дмитрий Владимирович ШМЕЛЕВ","Multiple","Minister of Revenue of the so-called ""People’s Republic of Donetsk"" until 21 February 2023","Regional","Donetsk","2022","2023","No","Born in Gelendzhik, Russia"
"OFC-653","Svetlana Anatolievna MALAKHOVA","Светлана Анатольевна МАЛАХОВА","LNR","So-called “Deputy Chairperson of the Government” of the so-called ""Luhansk People's Republic"".
Former so-called ""Minister of Labour and Social Policy"" of the so-called ""Luhansk People's Republic""","Regional","Luhansk","2023","2023","No","Luhansk region"
"OFC-654","Svetlana Fiodorovna GIZAY","Светлана Фёдоровна ГИЗАЙ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Slavianoserbsky District","2014","","Yes","Born in Kharkiv region, Ukraine"
"OFC-655","Sergei Mikhaylovich DIDENKO","Сергей Михайлович ДИДЕНКО","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Krasnodon","2014","","Yes","Luhansk region"
"OFC-656","Sergey Yurievich TOLMACHEV","Сергей Юрьевич ТОЛМАЧЕВ","Zaporizhzhia Oblast","Former Deputy Head of the Military-Civil Administration of the illegally annexed “Zaporizhzhia region”; former “Deputy Governor” of the illegally annexed “Zaporizhzhia region”; former “Deputy Governor","Regional","Zaporizhzhia Oblast","2023","","Unknown","From Russia (Russian federal appointee)"
"OFC-657","Roman Sergeevich UDALOV","Роман Сергеевич УДАЛОВ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2023","","Yes","Ukrainian-born, collaborator"
"OFC-658","Magomed Farmanovich MAGOMEDOV","Магомед Фарманович МАГОМЕДОВ","Crimea","Special cases investigator at the First Investigation Department, Directorate for Investigation of Particularly Important Cases of the Main Investigation Department of the Investigative Committee of R","City","Crimea","2018 (at least)","","Unknown","From Russia"
"OFC-659","Evgeny Alekseevich ILYENKO","Евгений Алексеевич ИЛЬЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No",""
"OFC-660","Andrey Sergeevich VOROSHILOV","Андрей Сергеевич ВОРОШИЛОВ","DPR","Former member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-661","Oleg Vladimirovich ONOPKO","Олег Владимирович ОНОПКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-662","Sergey MAKHNIOV","Сергей МАХНЕВ","Crimea","Senior Investigator for ‘particularly important cases’ of the Investigative Department of the Federal Security Service of the Russian Federation for Crimea and Sevastopol","Regional","Sevastopol","2019 (at least)","","Unknown","From Russia"
"OFC-663","Sergei Viktorovich SEROV","Сергей Викторович СЕРОВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Krasny Luch","2014","","Yes","Luhansk region"
"OFC-664","Svetlana Yanovna ALESHINA","Светлана Яновна АЛЕШИНА","LNR","Deputy of the so called “People’s Council” of the so-called “Luhansk People’s Republic”","Regional","Stakhanov","2014","","Yes","Luhansk region"
"OFC-665","Alyona Andriivna TROKAI","Алёна Андреевна ТРОКАЙ","Zaporizhzhia Oblast","Leader of the “Movement of the First” in the Zaporizhzhia region","Regional","Zaporizhzhia Oblast","2023 (at least)","2024","No","Ukrainian-born, collaborator"
"OFC-666","Denis Sergeevich KOLESNIKOV","Денис Сергеевич КОЛЕСНИКОВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","","Yes","Luhansk region"
"OFC-667","Aleksandr Valeryevich KRIYERENKO","Александр Валерьевич КРИЕРЕНКО","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2018","","Yes","Luhansk region"
"OFC-668","Aleksey Alekseevich NAYDENKO","Алексей Алексеевич НАЙДЕНКО","DPR","“Deputy Chair” of the “Central Electoral Commission” of the so-called “Donetsk People's Republic”.","Regional","Donetsk","2018","","Unknown","Donetsk region"
"OFC-669","Natalya Dmitrievna CHEKAREVA","Наталья Дмитриевна ЧЕКАРЕВА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Makiivka, Donetsk region"
"OFC-670","Oleg Valeryevich KOVAL","Олег Валерьевич КОВАЛЬ","LNR","Member of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”","Regional","Alchevs'k","2014","","Yes","Luhansk region"
"OFC-671","Vladimir Nikolaevich TERENTEV","Владимир Николаевич ТЕРЕНТЬЕВ","Crimea","Head of the Main Investigation Department of the Investigative Committee of Russia for the Republic of Crimea and the city of Sevastopol.","City","Simferopol","2020","","Yes","Born in Voronezh, Russia"
"OFC-672","Anna Borissovna SOROKA","Анна Борисовна СОРОКА","LNR","So-called Commissioner for Human Rights in the so-called “Luhansk People’s Republic”","Regional","Luhansk","2024","","Yes","Luhansk region"
"OFC-673","Yevgeny Alexandrovich BRYKOV","Евгений Александрович БРЫКОВ","Kherson Oblast","So-called “Minister of Information Policy” of Kherson Region","Regional","Kherson Oblast","2023","","Yes","Born in Kherson, Ukraine"
"OFC-674","Fidail Ilkhatovich BIKBULATOV","Бикбулатов Фидаиль Ильхатович","Zaporizhzhia Oblast","Head ofthe Regional Headquarters of the All-Russian “Young Army” Military Patriotic Social Movement (Yunarmiya) in the illegally occupied Zaporizhzhia region","Regional","Melitopol","2025","","Yes","From Russia (Yunarmiya federal appointee), born in Republic of Bashkortostan"
"OFC-675","Artysh Mikhailovich SAT","Артиш Михаилович САТ","Kherson Oblast","So-called “Acting Minister of Health” of Kherson Region","Regional","Kherson Oblast","2022","2025","No","Borm in Tuva Republic, Russia"
"OFC-676","Ruslan Alexandrovich ROMASHKІN","Руслан Александрович Ромашкин","Crimea","Head of the Service of the Control Point in the “Republic of Crimea and City of Sevastopol” of the Federal Security Service of the Russian Federation.","City","Crimea","2018 (at least)","2022 (latest)","Unknown","Born in Kamchatka Krai, Russia"
"OFC-677","Mikhail Grigorievich MALYSHEV","Михаил Григорьевич МАЛЫШЕВ","Crimea","Chair of the Crimea Electoral Commission.","Regional","Simferopol","2014","","Unknown","Born in Crimea"
"OFC-678","Sergey Anatolievich CHUCHIN","Сергей Анатольевич ЧУЧИН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No","Donetsk region"
"OFC-679","Natalya Vladimirovna SERGUN","Наталья Владимировна СЕРГУН","LNR","Member of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”. 
Chairman of the Trade Union of Railway Transport Workers of the so-called “Luhansk People’s Republic”.","Regional","Luhansk","2014","2023","No","Born in Rostov oblast, Russia"
"OFC-680","Iurii Vladimirovich IVAKIN","Юрий Владимирович ИВАКИН","LNR","Former so-called ‘Minister of Internal Affairs of the Luhansk People’s Republic’","Regional","Luhansk","2014","2014","No","Born in Pereval's'k, Luhansk region"
"OFC-681","Abdu Tamer HASSAN","Абду Тамер ХАССАН","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","2023","No",""
"OFC-682","Kirill Nikolaevich OSIPCHUK","Кирилл Николаевич Осипчук","Zaporizhzhia Oblast","Prosecutor of the illegally annexed Zaporizhzhia region, under the authority of the Office of Public Prosecutor of the Russian Federation","Regional","Zaporizhzhia Oblast","2022","","Unknown","Born in Khabarovsk, Russia"
"OFC-683","Olga Vasilyevna BUROVA","Ольга Васильевна БУРОВА","Crimea","Olga Burova has been the so-called “First Deputy Minister of Culture of the Republic of Crimea” since 15 May 2023. In that role, she has promoted Crimea as a centre of Russian culture and as a part of","Regional","Crimea","2023","","Yes","Born in Stavropol Krai, raised in Crimea, Ukraine"
"OFC-684","Andrei Anatolyevich GUBAREV","Андрей Анатольевич ГУБАРЁВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Stakhanov","2014","","Yes","Luhansk region"
"OFC-685","Vladimir Yurievich VYSOTSKIY","Владимир Юрьевич ВЫСОЦКИЙ","DPR","Former so-called 'Secretary' of the so-called 'Central Electoral Commission' of the so-called 'Donetsk People's Republic'. Current: joined the Council of Heads of Regional Election Commissions of the Russian Federation as a representative of the four 'reunited' regions.","Regional","Donetsk","2024","","Yes","Born in Simferopol, Crimea."
"OFC-686","Yuriy Alexandrovich PRONKO","Юрий Александрович ПРОНЬКО","LNR","Former so-called ‘Minister of Agriculture and Food’ of the so-called ‘Luhansk People's Republic’","Regional","Luhansk","2017","2022","No","Luhansk region"
"OFC-687","Ruslan Mihajlovich DUBOVSKIY","Руслан Михайлович ДУБОВСКИЙ","DPR","Former so-called ‘Minister of Coal and Energy’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2022","Unknown","Donetsk region"
"OFC-688","Andrei Mikhaylovich TAMBOVTSEV","Андрей Михайлович ТАМБОВЦЕВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Lutuginsky District","2014","2023","No","Luhansk region"
"OFC-690","Svetlana Vadimovna KHVOROSTIAN","Хворостян Светлана Вадимовна","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Bryanka","2014","2023","No","Ukrainian-born, collaborator"
"OFC-691","Petr Grigorievich JAROSH","Петр Григорьевич ЯРОШ","Crimea","Former head of the Federal Migration Service office for Crimea.","Regional","Crimea","2014","","No","Born in Simferopol, Crimea."
"OFC-692","Yan Vitalyevich LESHCHENKO","Ян Витальевич ЛЕЩЕНКО","LNR","Deputy of the so-called “People’s Council” of the so-called “Luhansk People’s Republic”","Regional","Luhansk","2023","","Yes","Luhansk region"
"OFC-693","Tatyana Anatolyevna MANEZHINA","Татьяна Анатольевна МАНЕЖИНА","Crimea","So-called “Minister of Culture of the Republic of Crimea”","Regional","Crimea","2021","2024","No","Born in Chelyabinsk, Ukrainian, collaborator"
"OFC-694","Sergey Alexandrovich KOVALCHUK","Сергей Александрович КОВАЛЬЧУК","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2014","2023","No","Luhansk region"
"OFC-695","Sergey Alekseevich GAVRILCHUK","Гаврильчук Сергей Алексеевич","Crimea","Head of the regional headquarters of Yunarmiya of the Republic of Crimea; 
Deputy of the Gvardeyskaya village council of the Simferopoldistrict of the “Republic of Crimea”, representing the United Rus","Regional","Crimea","2022 (at least)","","Yes","Born in Simferopol, Crimea."
"OFC-696","Bella Seyranovna DEMESHKO","Демешко Бэлла Сейрановна","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Rovenky","2014","","Yes","Born in Tbilisi, Georgia"
"OFC-697","Vadim Nikolaevich MERKULOV","Вадим Николаевич МЕРКУЛОВ","Crimea","Head of the Expert unit of   the Federal Security Service  of the Russian Federation  for Crimea and Sevastopol","Regional","Crimea","","","Unknown","From Russia"
"OFC-698","Denis Sergeyevich CHERNOBAY","Денис Сергеевич ЧЕРНОБАЙ","DPR","Chairman of the so-called “Donetsk People Republic” branch of the All-Russian public-state movement of children and youth “Movement of the First”","Regional","Donetsk","2023","2026","No","Ukrainian-born, collaborator"
"OFC-699","Andrey Pavlovich FALALEEV","Андрей Павлович ФАЛАЛЕЕВ","Crimea","Rector of the V.I. Vernadsky Crimean Federal University","Regional","Crimea","2017","2023","No","Born in Kerch, Crimea"
"OFC-700","Viktor Vyacheslavovich YATSENKO","Виктор Вячеславович ЯЦЕНКО","DPR","Member of the Central Council of the Party A JUST RUSSIA - FOR THE TRUTH.","Regional","Donetsk","2021","2024","No","Born in Kherson, Ukraine"
"OFC-701","Vladislav Garievich KUZNETSOV","Владислав Гариевич Кузнецов","LNR","Former First Deputy Chairman of the ""government"" of the so-called Luhansk People’s Republic (appointed on 8 June 2022).
Governor of the Chukotka Autonomous Okrug from 15 March 2023.","Regional","Luhansk","2022","2023","No","Born in Moscow"
"OFC-702","Igor Yurevich KASTYUKEVICH","Игорь Юрьевич КАСТЮКЕВИЧ","Kherson Oblast","Secretary of the Kherson regional branch of the United Russia party, 'Senator of the Russian Federation — representative of the legislative branch of the Kherson Oblast'.  Former.Member of the State Duma","Regional","Kherson Oblast","2023","","Yes","Born in Saratov, Russia"
"OFC-703","Yuriy SIVOKONENKO","Юрий Викторович Сивоконенко","DPR","Member of the ‘Parliament’ of the so-called ‘Donetsk People's Republic’ and Chairman of the public association Union of Veterans of the Donbass Berkut and a member of the public movement ‘Free Donbass","Regional","Donetsk","2014","","Yes","Donetsk region"
"OFC-704","Igor Nikolaevich HALEPA","Игорь Николаевич ХАЛЕПА","DPR","Former so-called “Minister of Communications” of the so-called “Donetsk People’s Republic”","Regional","Donetsk","2019","2025","No","Donetsk region"
"OFC-705","Rodion Valeryevich MIROSHNIK","Родион Валерьевич МИРОШНИК","LNR","Ambassador-at-large of the Russian Foreign Ministry “on the crimes of the Kyiv regime”; former “Ambassador extraordinary and plenipotentiary” of the so-called “Luhansk People’s Republic” to the Russia","Regional","Luhansk","2023","","Yes","Luhansk region"
"OFC-706","Olga Anatolyevna KOBTSEVA","Ольга Анатольевна КОБЦЕВА","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Alchevs'k","2014","2023","No","Ukrainian-born, collaborator"
"OFC-708","Pavel Aristievich PILAVOV","Павел Аристеевич ПИЛАВОВ","LNR","Member of the so-called ‘People’s Council’ of the so-called ‘Luhansk People’s Republic’","Regional","Luhansk","2014","","Yes","Born in Georgian SSR"
"OFC-709","Galina Viktorivna DANILCHENCKO","Галина Викторовна ДАНИЛЧЕНКО","Multiple","Appointed acting mayor of Melitopol by Russian occupation forces","City","Melitopol","2022","2025","No","Born in Melitopol, Ukraine"
"OFC-711","Vladislav Leonidovich BERDICHEVSKY","Владислав Леонидович БЕРДИЧЕВСКИЙ","DPR","Former Member of the so-called ""People’s Council"" of the so-called ""Donetsk People’s Republic""","Regional","Donetsk","2018","2023","No","Ukrainian-born, collaborator"
"OFC-712","Artem Vladimirovich ZHOGA","Артем Владимирович ЖОГА","DPR","Chairman of the so-called “People’s Council of the Donetsk People’s Republic”; Presidential Plenipotentiary Envoy to the Urals Federal District

Previous Commander of the Sparta Battalion","Regional","Donetsk","2023","2024","No","Born in Magadan Oblast, Russia"
"OFC-713","Konstantin Vladimirovich IVASHCHENKO","Константин Владимирович ИВАЩЕНКО","Multiple","Former so-called ""mayor of Mariupol"" (6 April 2022-January 2023)","City","Mariupol","2022","2023","No","Donetsk region"
"OFC-715","Sergey Borisovich PROKOPENKO","Сергей Борисович ПРОКОПЕНКО","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2015","","Yes","Born in Taganrog, Rostov oblast, Russia"
"OFC-717","Sergey Vladimirovich ELISEEV","Сергей Владимирович ЕЛИСЕЕВ","Kherson Oblast","Former so-called Head of the Kherson Civil-Military Administration (appointed by the government of the Russian Federation on 5 July 2022).
Currently First Deputy Chairman of the Government of the Kali","Regional","Kherson","2022","2022","No","From Russia (Government of the Russian Federation). Born in Stavropol"
"OFC-718","Konstantin Sergeyevich KNYRIK","Константин Сергеевич КНЮРИК","Crimea","A pro-Russian activist running MediaGroup News Front Ltd, a news website registered in the illegally annexed Crimean Peninsula. Chief of 
the Crimean division of the Rodina Party, a pro-Kremlin party","Regional","Crimea","2015","","Yes","Born in Bakhchisaray, Autonomous Republic of Crimea, Ukraine"
"OFC-719","Yaroslav Igorevich LISOBEY","Ярослав Игоревич ЛИСОБЕЙ","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Ukrainian-born, collaborator"
"OFC-720","Yuri Ivanovich POKINTELITSA","Юрий Иванович ПОКИНТЕЛИЦА","DPR","Member of the so-called ‘People’s Council’ of the so-called ‘Donetsk People’s Republic’","Regional","Donetsk","2018","","Yes","Born in Odesa, Ukraine"
"OFC-721","Timur Ilgizovich SAMATOV","Тимур Ильгизович САМАТОВ","Multiple","appointed Minister of Industry and Trade of the so-called ""People’s Republic of Luhansk"" by the Russian government","Regional","Luhansk","2022","2024","No","Born in Kazan, Russia"
"OFC-723","Oleg Valerievich MORGUN","Олег Валерьевич МОРГУН","Multiple","So-called Mayor of Mariupol","City","Mariupol","2023","2023","No","Born in Vinnytsia Oblast, Ukraine"
"OFC-724","Yevgeniy Vyacheslavovich ORLOV","Евгений Вячеславович ОРЛОВ","DPR","Former Member of the ‘National Council’ of the so-called ‘Donetsk People’s Republic’. Former chairman of the public movement ‘Free Donbass’ and former commander of “Don battalion” Former Deputy Chairm","Regional","Donetsk","2014","2023","No","Donetsk region"
"OFC-725","Lesya Mikhaylovna LAPTEVA","Леся Михайловна ЛАПТЕВА","LNR","Working for the Fund ‘Mir Detiam’ in Moscow. Former ‘Minister of Education, Science, Culture and Religion’ of the so-called ‘Luhansk People's Republic’.","Regional","Luhansk","2014","2015","No","Born in Kazakh SSR, raised in Ukraine"
"OFC-726","Andrey Yurievich LUSTENKO","Андрей Юрьевич ЛУСТЕНКО","LNR","Former so-called ""Minister of Education and Science"" of the so-called ""Luhansk People's Republic""","Regional","Luhansk","2021","2022","No","Luhansk region"
"OFC-727","Yury Petrovich NIMCHENKO","Юрий Петрович Нимченко","Crimea","Senator of the Federation Council from the illegally annexed “Republic of Crimea”","Regional","Moscow","2024","","Yes","Born in Kirovohrad Oblast, Ukraine"
