date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2026-01-27,Q1-2026,Донбасс решает,Donetsk (DPR),Governance,,States 11 Leningrad blockade survivors currently live in LNR; down from 14 the previous year.,text post
2026-01-27,Q1-2026,КазакоV,Donetsk (DPR),,,Remarks on the intensity of filmed footage from Mariupol airport during earlier conflict phases.,video/audio transcript
2026-01-27,Q1-2026,Крылатые,Zaporizhzhia,,,Reports unmanned systems struck Ukrainian targets in Zaporizhzhia oblast.,text post
2026-01-27,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life,,Reports handball match results and discusses prospects for developing handball as a sport in Mariupol.,video/audio transcript
2026-01-27,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Credits news reporters and sign-off statement for regional updates coverage.,video/audio transcript
2026-01-27,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Governance;Economics;Education and Militarisation,,Reports SVO participants from annexed territories undergoing internship in local governance positions.,video/audio transcript
2026-01-27,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),,,Praises municipal services clearing snow from roads and pavements during heavy snowfall.,text post
2026-01-27,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,,Reports drone destroyed agricultural machinery park in Kreminna; burnt tractors and vehicles; claims military ammunition target.,video/audio transcript
2026-01-27,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Front / SVO (non-Hub),,"Reports Putin laid flowers at Leningrad blockade liberation memorial on 82nd anniversary; ""forgotten"" memorial reference.",text post
2026-01-27,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Education and Militarisation,,"Reports 15 schools in LNR suspended classes; 4,500 people infected weekly with flu/respiratory illness.",text post
2026-01-27,Q1-2026,Операция Z: Военкоры Русской Весны,Zaporizhzhia,Front / SVO (non-Hub),,Announces Russian forces captured Novoyakovlevka in Zaporizhzhia oblast.,text post
2026-01-27,Q1-2026,Оплот ТВ,Kherson,Governance;Education and Militarisation,,Reports 11th-grade graduates in annexed regions retain choice of state examination format for final assessment.,video/audio transcript
2026-01-27,Q1-2026,Оплот ТВ,Donetsk (DPR),,,Fair organisers note work availability exists in DNR for those willing.,video/audio transcript
2026-01-27,Q1-2026,Радио Sputnik,Donetsk (DPR),Economics;Identity Culture and Religion,,Discusses tourism spending in Russia and mentions a previous visit to Mariupol in summer 2023.,video/audio transcript
2026-01-27,Q1-2026,Радио Комсомольская Правда,Crimea/Sevastopol,,,Questions whether situation after Crimea should transform national character.,video/audio transcript
2026-01-27,Q1-2026,Репортёр Руденко V,Zaporizhzhia,Front / SVO (non-Hub),,Claims Russian forces captured Novoyakovlevka in Zaporizhzhia oblast.,text post
2026-01-27,Q1-2026,СИГНАЛ,Donetsk (DPR),Economics,,Alleges Ukrainian forces attacked agricultural enterprise in LNR in retaliation for warehouse destruction.,video/audio transcript
2026-01-27,Q1-2026,Сегодня,Donetsk (DPR),Coercion Resistance and Security,sabotage and partisans,Claims Russian units prevent Ukrainian sabotage operations in LNR after capturing strategic junction.,video/audio transcript
2026-01-27,Q1-2026,Соловьёв LIVE,Zaporizhzhia,Governance;Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),electricity and power;evacuation;strikes on military targets,Meteorologist reports Mediterranean cyclone Leone causing severe snowfall in Germany; describes transport chaos and school closures.,video/audio transcript
2026-01-27,Q1-2026,Соловьёв LIVE,Zaporizhzhia,Governance;Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),electricity and power;evacuation;strikes on military targets,Meteorologist reports Mediterranean cyclone Leone causes severe snowfall in Germany; describes transport collapse and school closures.,video/audio transcript
2026-01-27,Q1-2026,ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉,Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces captured Kupyansk-Uzlovoy in Kharkiv and Novoyakovlevka in Zaporizhzhia.,text post
2026-01-27,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Promotes Crimean spa tourism highlighting therapeutic mud from lake used in health resorts.,video/audio transcript
2026-01-27,Q1-2026,Украина.ру,Zaporizhzhia,Education and Militarisation,,Alleges infrastructure attacks; reports regional impacts; describes air defence operations.,video/audio transcript
2026-01-27,Q1-2026,Украина.ру,Donetsk (DPR),,,Journalist expresses desire to visit Mariupol after hearing stories about the city on air.,video/audio transcript
2026-01-27,Q1-2026,Украина.ру,Zaporizhzhia,Education and Militarisation;Front / SVO (non-Hub),,Interview comparing security situations in Melitopol and Berdyansk as relatively calm versus shelling-affected eastern areas.,video/audio transcript
2026-01-27,Q1-2026,Украина.ру,Zaporizhzhia,,,Reports news or developments in occupied territories.,video/audio transcript
2026-01-27,Q1-2026,Херсонский Вестник,Kherson,Civilian Life,,Reports reconstruction and infrastructure projects in occupied Ukrainian territories.,text post
2026-01-27,Q1-2026,Херсонский Вестник,Kherson,Front / SVO (non-Hub),,Reports American HIMARS rocket system destroyed in Chernihiv region.,text post
2026-01-27,Q1-2026,ШЕЙНИН,Donetsk (DPR),Front / SVO (non-Hub),strikes on military targets,References visiting perspective noting Ukrainian military position in Mariupol school during 2022 siege.,video/audio transcript
2026-01-27,Q1-2026,Шейх Тамир,Zaporizhzhia,Governance;Economics;Identity Culture and Religion;Accountability and Legal,,Critiques strategic decisions in military operations; claims Ukrainian drone operations lack effectiveness.,video/audio transcript
2026-01-28,Q1-2026,,Kherson,Governance,,Reports identified victims from New Year attack on Horlys rose to 15 in Kherson Oblast.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Coercion Resistance and Security,,Reports twelve passenger trains delayed to and from Crimea due to Crimean Bridge closure.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Education and Militarisation,,"Reports air defence destroyed 23 Ukrainian drones over Crimea overnight, plus six over Black Sea and three over Azov.",text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Governance,,Reports NATO reconnaissance aircraft alleged to provide targeting information during Crimea attack.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Education and Militarisation,,Reports Russian air defence destroyed 28 Ukrainian drones over Crimea between 08:00-13:00; 12 over Black Sea.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,,,Reports Russian air defence destroyed one Ukrainian drone over Crimea between 1300 and 2000 hours.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,,,Posts playful content about winter kittens varying like Crimean weather.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,,,Reports worker shrapnel injury after Ukrainian drone attack on educational centre in Sevastopol.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Economics,,States programme offers financial support to agricultural workers staying in Sevastopol.,video/audio transcript
2026-01-28,Q1-2026,,Crimea/Sevastopol,,,Warns of poor road visibility in Sevastopol due to fog; recommends precautions for drivers.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,,,Asks reflective question about transporting aid out of Sevastopol.,video/audio transcript
2026-01-28,Q1-2026,,Crimea/Sevastopol,Civilian Life,,Reports sea passenger transport not operating in Sevastopol.,text post
2026-01-28,Q1-2026,,Crimea/Sevastopol,Governance;Education and Militarisation,,Reports military repelling Ukrainian armed forces attack in Sevastopol; claims two targets destroyed over sea.,text post
2026-01-28,Q1-2026,Donrf,Crimea/Sevastopol,,strikes on civilians,Reports civilian wounded in Sevastopol.,text post
2026-01-28,Q1-2026,FRONTовые Zаметки,Donetsk (DPR),Civilian Life;Identity Culture and Religion;Coercion Resistance and Security,,DNR held first figure skating competition organised by regional sports federation and education authorities.,video/audio transcript
2026-01-28,Q1-2026,WarDonbass,Crimea/Sevastopol,,,Reports emergency services disarmed fallen Ukrainian drone in gardening plot on Cape Fiolent.,video/audio transcript
2026-01-28,Q1-2026,Вечер с Владимиром Соловьевым,Kherson;Zaporizhzhia,,,Discusses Donbas territory as negotiating asset; claims Russia controls several regions including Kherson and Zaporizhzhia.,video/audio transcript
2026-01-28,Q1-2026,Военный обозреватель,Crimea/Sevastopol,,,Reports air defence units repelling mass kamikaze drone attack on Sevastopol.,text post
2026-01-28,Q1-2026,Выпуск программы «Время»,Crimea/Sevastopol,,,Reports Ukrainian forces conducting defensive operations and claims of Russian tactical advancement in multiple sectors.,video/audio transcript
2026-01-28,Q1-2026,Выпуск программы «Время»,Donetsk (DPR),Front / SVO (non-Hub),,Reports military casualties and combat incidents.,video/audio transcript
2026-01-28,Q1-2026,Главное. Харцызск. (Корпункт ТК ОПЛОТ),Donetsk (DPR),Civilian Life;Front / SVO (non-Hub),,Reports displaced residents from liberated territories housed in Khartsyzsk medical facilities; authorities discuss property transfer.,video/audio transcript
2026-01-28,Q1-2026,Главное: Горловка! (корпункт ТК ОПЛОТ),Donetsk (DPR),Civilian Life;Accountability and Legal,heating;reconstruction,Contacts provided for heating service complaints; United Russia party awards volunteers for disaster relief efforts.,video/audio transcript
2026-01-28,Q1-2026,Донбасс Сегодня,Donetsk (DPR),Governance;Civilian Life,,Reports vehicle registration deadline extended until end of 2027 for annexed territories.,text post
2026-01-28,Q1-2026,Донбасс Сейчас,Donetsk (DPR),Governance;Civilian Life;Front / SVO (non-Hub),,Announces launch of six new bus routes to captured territories to improve transport accessibility for civilian populations.,video/audio transcript
2026-01-28,Q1-2026,Донбасс Сейчас,Donetsk (DPR),,,"Describes multifunctional centre services including online enquiries, pre-booking and digital assistance zones.",text post
2026-01-28,Q1-2026,Донбасс Сейчас,Donetsk (DPR),Governance;Education and Militarisation,,Reports student groups decorated construction helmets as gifts for construction workers.,text post
2026-01-28,Q1-2026,Донбасс решает,Zaporizhzhia,,,Alleges attacks on populated areas; reports casualties; describes military responses.,text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Front / SVO (non-Hub),,Claims Russian forces systematically destroying Ukrainian defensive positions near Drobyshevo and Yarovaya in northern DNR.,text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Economics,,"Reports residents of annexed territories deposited 300 billion rubles in 2025, with credit portfolio reaching 63 billion.",text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Civilian Life,heating;reconstruction,Cultural programming highlights community activities and civilian life continuation in conflict-affected areas.,text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Governance,,Reports traffic safety campaign reminds drivers of road regulations.,text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Civilian Life,reconstruction,Reports Sverdlovsk-Rovenki highway reconstruction complete; new 19-kilometre road connects major cities.,text post
2026-01-28,Q1-2026,Донбасс решает,Donetsk (DPR),Civilian Life,,"Reports traffic camera detected 3,000 violations in one day testing; 30 cameras planned for Luhansk.",text post
2026-01-28,Q1-2026,Донбасс решает,Crimea/Sevastopol,Governance;Education and Militarisation,,Reports air defence actively engaged; governor says two air targets destroyed over sea offshore.,text post
2026-01-28,Q1-2026,Донбасс решает,Crimea/Sevastopol,Governance,,Reports one person wounded in drone attacks on Sevastopol; claims ten enemy drones destroyed.,text post
2026-01-28,Q1-2026,Донбасс решает,Zaporizhzhia,Economics;Civilian Life,reconstruction,Reports tourism development or economic activities.,text post
2026-01-28,Q1-2026,Запрещённая Украина,Zaporizhzhia,Economics;Civilian Life,reconstruction,Reports tourism or economic development activity.,text post
2026-01-28,Q1-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,,,Reports drone reconnaissance of Ukrainian defensive positions in Zaporizhzhia.,text post
2026-01-28,Q1-2026,Крылатые,Zaporizhzhia,,strikes on military targets,"Reports strike drone crews destroyed Ukrainian targets near Primorsk and Stepnohirsk, Zaporizhzhia oblast.",text post
2026-01-28,Q1-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Civilian Life,,Interview about launch of new transport card system in Crimea from February 1 for public transport.,video/audio transcript
2026-01-28,Q1-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Economics,,Reports programme intern working at Crimean Ministry of Industry and Trade with potential employment opportunity.,video/audio transcript
2026-01-28,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life,,Reports handball match results and discusses prospects for developing handball as a sport in Mariupol.,video/audio transcript
2026-01-28,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Governance,,Reports opening of new fire-rescue station in Mariupol attended by regional leadership.,video/audio transcript
2026-01-28,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,,Reports residential complex under construction in Luhansk with completion planned for end of 2026.,video/audio transcript
2026-01-28,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Economics;Coercion Resistance and Security,collaborator security,Warns youth against Ukrainian recruitment via social media promising high payments for sabotage and espionage work.,video/audio transcript
2026-01-28,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Governance,,Proposes employers pay taxi fares when temperatures below minus 25 degrees Celsius.,text post
2026-01-28,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),,,Posts footage from traffic accident in Anthracite district with three fatalities.,video/audio transcript
2026-01-28,Q1-2026,Открытый эфир. Ток-шоу,Zaporizhzhia,,,Reports Russian Hyacinth-B artillery strikes against Ukrainian outposts in Zaporizhzhia.,video/audio transcript
2026-01-28,Q1-2026,Радио Комсомольская Правда,Zaporizhzhia,Coercion Resistance and Security;Accountability and Legal,electricity and power;strikes on civilians,Discusses preliminary results of negotiations in Abu Dhabi.,video/audio transcript
2026-01-28,Q1-2026,Сегодня,Crimea/Sevastopol,,,References ship's compass and departing vessel's whistle symbolism from Sevastopol bay.,video/audio transcript
2026-01-28,Q1-2026,Семен Уралов,Zaporizhzhia,Governance;Civilian Life;Identity Culture and Religion;Coercion Resistance and Security,elections and referendum;reconstruction;strikes on civilians,Reports Ukrainian operations or strategic developments in military conflict.,video/audio transcript
2026-01-28,Q1-2026,Телеканал 360,Crimea/Sevastopol,,,Brief thanks for actions in western Crimea region.,video/audio transcript
2026-01-28,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,Civilian Life,,Announces boxing champions from Crimean competitions using terms in Tatar language.,video/audio transcript
2026-01-28,Q1-2026,Украина.ру,Donetsk (DPR),,,Fragment about agreements signed by Poroshenko and DNR/LNR representatives.,video/audio transcript
2026-01-28,Q1-2026,Украина.ру,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Front / SVO (non-Hub),reconstruction;strikes on military targets;youth militarisation and education,Reports Russian military strikes on Ukrainian positions; describes infrastructure reconstruction in annexed territories.,video/audio transcript
2026-01-28,Q1-2026,Херсонский Вестник,Crimea/Sevastopol,Civilian Life;Education and Militarisation,electricity and power;reconstruction;water,Accuses Ukraine of blockading Crimea and claims Russia is now experiencing reciprocal hardship.,video/audio transcript
2026-01-29,Q1-2026,,Kherson,Governance;Civilian Life,,"Reports three enemy drones shot down over Azov Sea, three destroyed over Genichesk area; power line damage noted.",text post
2026-01-29,Q1-2026,,Kherson,Governance,,"Claims six Ukrainian drones destroyed in Kherson oblast; three downed over Sea of Azov, three over Henichesk district.",text post
2026-01-29,Q1-2026,,Kherson,,strikes on military targets,Claims Lancet loitering munition destroyed Ukrainian radar station on right bank of Dnipro in Kherson oblast.,text post
2026-01-29,Q1-2026,,Zaporizhzhia,,,Claims drone operators struck Ukrainian objects in Zaporizhzhia oblast.,text post
2026-01-29,Q1-2026,,Crimea/Sevastopol;Donetsk (DPR),,,Warns DNR and Crimea of drone threat and advises caution in affected regions.,text post
2026-01-29,Q1-2026,,Crimea/Sevastopol,,,Reports UN Secretary-General Guterres claimed self-determination principle does not apply to Crimea and Donbas.,video/audio transcript
2026-01-29,Q1-2026,,Crimea/Sevastopol,Identity Culture and Religion,,Reports investigation opened regarding lack of heating in cultural centre in Leninskiy district.,text post
2026-01-29,Q1-2026,,Crimea/Sevastopol,,,Reports dense fog over Crimea caused reduced visibility on roads; urges driver safety precautions.,text post
2026-01-29,Q1-2026,,Crimea/Sevastopol,,,Reports Russian air defence destroyed two Ukrainian drones over Crimea overnight.,text post
2026-01-29,Q1-2026,,Crimea/Sevastopol,,,Announces free loaner service for infant equipment in Sevastopol under national family project.,video/audio transcript
2026-01-29,Q1-2026,FRONTовые Zаметки,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims Ukrainian ammunition warehouse and outpost destroyed by Russian multiple rocket launcher fire in Zaporizhzhia.,text post
2026-01-29,Q1-2026,PolitWera,Kherson,Front / SVO (non-Hub),,Discusses potential territorial concessions in Zaporizhzhia and Kherson oblasts in peace negotiations.,video/audio transcript
2026-01-29,Q1-2026,PolitWera,Kherson,Front / SVO (non-Hub),,Discusses potential territorial settlement for Zaporizhzhia and Kherson oblasts in future negotiations.,video/audio transcript
2026-01-29,Q1-2026,Readovka,Zaporizhzhia,Governance;Civilian Life,,Reports incident or event in occupied Ukrainian territory.,video/audio transcript
2026-01-29,Q1-2026,Sputnik Ближнее зарубежье,Crimea/Sevastopol,Economics,,"Reports UN says self-determination principle does not apply to Crimea and Donbas, only territorial integrity.",text post
2026-01-29,Q1-2026,ZERGULIO🇷🇺,Crimea/Sevastopol,Economics,,Claims UN Secretary-General Guterres said self-determination principle applies to Greenland but not Crimea or Donbas.,text post
2026-01-29,Q1-2026,АГС_Донбасса,Crimea/Sevastopol;Donetsk (DPR);Kherson;Luhansk (LPR);Zaporizhzhia,Governance;Economics;Civilian Life,,Reports reconstruction and infrastructure projects in occupied Ukrainian territories.,text post
2026-01-29,Q1-2026,Большая игра,Crimea/Sevastopol,Identity Culture and Religion,,"Comments advocating Ukrainian victory and collapse of Russian federation, expressing rejection of Russian imperial ideology.",video/audio transcript
2026-01-29,Q1-2026,Вечер с Владимиром Соловьевым,Crimea/Sevastopol,,,Fragment referencing Crimean blockade and alleged quote about making life uninhabitable.,video/audio transcript
2026-01-29,Q1-2026,Главное. Харцызск. (Корпункт ТК ОПЛОТ),Donetsk (DPR),Governance;Civilian Life,,Reports transport ministry conducts regular monitoring of municipal buses for vehicle condition and schedule compliance.,video/audio transcript
2026-01-29,Q1-2026,Главное. Харцызск. (Корпункт ТК ОПЛОТ),Donetsk (DPR),Governance;Civilian Life,,Reports transport ministry monitors municipal bus condition and schedule compliance; 12 vehicles inspected for regulatory adherence.,video/audio transcript
2026-01-29,Q1-2026,Главное: Горловка! (корпункт ТК ОПЛОТ),,Civilian Life;Education and Militarisation;Accountability and Legal;Front / SVO (non-Hub),,Reports youth organisation delivering water and food aid to captured territories and coordinating career guidance programmes.,video/audio transcript
2026-01-29,Q1-2026,Главное: Горловка! (корпункт ТК ОПЛОТ),,Civilian Life;Education and Militarisation;Accountability and Legal;Front / SVO (non-Hub),,Describes youth group humanitarian activities including water delivery and food provision to captured territory residents.,video/audio transcript
2026-01-29,Q1-2026,Донбасс Сейчас,Donetsk (DPR),Civilian Life,,Reports first grain shipment of year exported from Mariupol port under Russian agricultural supervision.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR);Kherson;Zaporizhzhia,Governance;Accountability and Legal,,Claims Kyiv proposes redrawing borders to avoid fulfilling Russian demands to withdraw forces from Donbas.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR);Kherson,,,Reports destruction of Ukrainian positions and personnel on Dnipro right bank in Kherson and elsewhere.,text post
2026-01-29,Q1-2026,Донбасс решает,Zaporizhzhia,,strikes on military targets,Reports defence ministry showed T-80BVM tank crew destroying Ukrainian positions in Zaporizhzhia oblast.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR),Civilian Life;Front / SVO (non-Hub),reconstruction,Russia claims massive FAB-3000 airstrike hit Ukrainian positions in residential Konstantinovka area.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR),Economics,,Legislation on free economic zones in annexed regions receives government approval; advancing parliament.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR),Civilian Life;Identity Culture and Religion;Education and Militarisation,reconstruction,Says restored icons returned to cathedral in Luhansk after restoration in Russia.,text post
2026-01-29,Q1-2026,Донбасс решает,Donetsk (DPR),,,"Reports curfew remains enforced in LNR; police penalised over 13,000 people annually for violations.",text post
2026-01-29,Q1-2026,ИЗОЛЕНТА live,Crimea/Sevastopol,,,Questions whether Crimea demonstrates patriotism distinct from Moscow after integration.,video/audio transcript
2026-01-29,Q1-2026,ИЗОЛЕНТА live,Crimea/Sevastopol,,,Questions whether Crimea shows greater patriotism than Moscow especially after integration.,video/audio transcript
2026-01-29,Q1-2026,ИЗОЛЕНТА live,Donetsk (DPR),,,Reports construction of memorial honouring local war casualties.,video/audio transcript
2026-01-29,Q1-2026,ИЗОЛЕНТА live,Donetsk (DPR),,,Discusses troop withdrawal from DNR and LNR as obstacle to peace agreement.,video/audio transcript
2026-01-29,Q1-2026,ИнформБюро,Donetsk (DPR),Coercion Resistance and Security;Accountability and Legal,,Reports FSB detained man for bribing security officers to evade criminal responsibility.,video/audio transcript
2026-01-29,Q1-2026,ИнформБюро,Zaporizhzhia,Economics;Coercion Resistance and Security;Accountability and Legal,,"Reports FSB discovered 57,000 smuggled cigarette packs in Berdyansk garage; criminal case opened against two businessmen.",video/audio transcript
2026-01-29,Q1-2026,Кирилл Фёдоров / Война История Оружие,Kherson,Civilian Life,,Reports Geran drone strikes across multiple Ukrainian regions including Kherson oblast overnight.,text post
2026-01-29,Q1-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,Front / SVO (non-Hub),,Claims tactical gains; reports regional developments; describes troop positions.,video/audio transcript
2026-01-29,Q1-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,Front / SVO (non-Hub),,Reports Uragan rocket system struck Ukrainian strongpoint and ammunition depot.,text post
2026-01-29,Q1-2026,Крылатые,Kherson,,strikes on military targets,"Claims Molniya-2 drone destroyed Ukrainian temporary positions on right bank Dnipro, Kherson oblast.",video/audio transcript
2026-01-29,Q1-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,Reports civil defence service conducts drills twice monthly with 20 specialists in Sevastopol.,video/audio transcript
2026-01-29,Q1-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Civilian Life,,Reports Upravdom programme helping residents select house managers in Mariupol residential buildings.,video/audio transcript
2026-01-29,Q1-2026,Мой Луганск | Резерв,Donetsk (DPR),,,Appeal to locate missing collared dog hit by vehicle near Palladium in Luhansk.,text post
2026-01-29,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,reconstruction,Reports plans for street improvements in Luhansk including renovation of Frunze and Budenogo streets.,video/audio transcript
2026-01-29,Q1-2026,НОВОСТИ ЛНР,Donetsk (DPR),Civilian Life,heating,Reports mobile heating units deployed to Alchevsk to warm apartment buildings.,video/audio transcript
2026-01-29,Q1-2026,Неофициальный Безсонов,Zaporizhzhia,,,Reports Russian Lightning drone operators destroyed Ukrainian drone command posts in Zaporizhzhia oblast.,text post
2026-01-29,Q1-2026,Повёрнутые на Z войне 🇷🇺,Donetsk (DPR),,,Claims Trump asked Putin not to strike Kyiv due to approaching frost; expresses concern about shell attacks on Russian border towns.,text post
2026-01-29,Q1-2026,Радио Sputnik,Crimea/Sevastopol,,,Fragment of radio greeting between hosts and caller from Sevastopol.,video/audio transcript
2026-01-29,Q1-2026,Радио Комсомольская Правда,Crimea/Sevastopol,,,Comments on radio that Ukrainian position has accepted situation regarding Crimea.,video/audio transcript
2026-01-29,Q1-2026,Радио Комсомольская Правда,Crimea/Sevastopol,Governance,elections and referendum,Compares UN Secretary-General's position on Crimean referendum with international law regarding Kosovo.,video/audio transcript
2026-01-29,Q1-2026,Радио Комсомольская Правда,Zaporizhzhia,Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security,electricity and power;heating;reconstruction,"Commentary on drone attacks, ceasefire violations, power cuts in Ukraine, and Russian defensive engineering achievements.",video/audio transcript
2026-01-29,Q1-2026,Репортёр Руденко V,Zaporizhzhia,,strikes on military targets,"Claims drone operators destroyed Ukrainian infantry squad near Prymoskoe, Zaporizhzhia oblast.",text post
2026-01-29,Q1-2026,СОЛОВЬЁВ,,Civilian Life;Education and Militarisation,,Notes military-history group deputy conducted aid missions delivering humanitarian supplies to Donbass and annexed regions.,video/audio transcript
2026-01-29,Q1-2026,Семен Уралов,,Identity Culture and Religion;Education and Militarisation,,References Soviet-era dissent history in discussion of contemporary political activities and opposition.,video/audio transcript
2026-01-29,Q1-2026,События,Crimea/Sevastopol,Education and Militarisation;Front / SVO (non-Hub),strikes on military targets,Describes military operations and combat developments in contested regions.,video/audio transcript
2026-01-29,Q1-2026,Соловьёв LIVE,,Civilian Life;Education and Militarisation,,Describes military-history society conducting relief missions carrying humanitarian aid to Donbass and annexed regions.,video/audio transcript
2026-01-29,Q1-2026,Соловьёв LIVE,Zaporizhzhia,Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Coercion Resistance and Security,electricity and power;evacuation;heating;water,Meteorologist reports hurricane damage in Portugal; describes destroyed infrastructure and power outages from storm Cristobal.,video/audio transcript
2026-01-29,Q1-2026,Соловьёв LIVE,Zaporizhzhia,Civilian Life;Education and Militarisation,,Describes Moscow snow removal operations; reports volcanic eruptions and weather conditions in Russian regions.,video/audio transcript
2026-01-29,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Reports youth tour organised with support of Crimean state youth policy committee.,video/audio transcript
2026-01-29,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,Economics;Civilian Life,,Interview about research centre supporting Crimean industrial development; describes three research directions including engineering and agriculture.,video/audio transcript
2026-01-29,Q1-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Questions how well visitors know Crimean national cuisines and status of gastronomic tourism development.,video/audio transcript
2026-01-30,Q1-2026,,Zaporizhzhia,,strikes on military targets,Claims Grad system destroyed Ukrainian positions in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,,Zaporizhzhia,,,Claims Russian Buk air-defence system foils Ukrainian air attack in Zaporizhzhia.,text post
2026-01-30,Q1-2026,,Zaporizhzhia,,strikes on military targets,Reports Acacia artillery destroying Ukrainian positions in Zaporizhzhia oblast.,text post
2026-01-30,Q1-2026,,Donetsk (DPR);Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces captured Ternovate in Zaporizhzhia and Berestok in Donetsk oblast.,text post
2026-01-30,Q1-2026,,Crimea/Sevastopol,Economics,,Reports Russian Foreign Ministry official dismisses UN legal conclusions on Crimea and Donbas as unqualified and politically biased.,video/audio transcript
2026-01-30,Q1-2026,,Crimea/Sevastopol,Education and Militarisation,strikes on military targets,Reports Russian air defence destroyed five Ukrainian drones over Crimea overnight; two over Black Sea.,text post
2026-01-30,Q1-2026,,Crimea/Sevastopol,Education and Militarisation,,Reports Russian air defence shot down two Ukrainian drones over Crimea and Black Sea.,text post
2026-01-30,Q1-2026,,Donetsk (DPR),,,Describes combat operations and military personnel engagement during war.,text post
2026-01-30,Q1-2026,,Crimea/Sevastopol,Coercion Resistance and Security;Accountability and Legal,,Reports Yalta resident arrested for filming military positions and providing intelligence to Ukraine.,text post
2026-01-30,Q1-2026,,Crimea/Sevastopol,,,Reports truck fire near Yalta Ring in Sevastopol; cites presumed spontaneous combustion.,text post
2026-01-30,Q1-2026,,Crimea/Sevastopol,Civilian Life,,Reports sea passenger transport resuming operations in Sevastopol.,text post
2026-01-30,Q1-2026,60 минут,Crimea/Sevastopol,Civilian Life,,Claims military progress and territorial control in multiple Donbas operational areas.,video/audio transcript
2026-01-30,Q1-2026,ANNA NEWS,Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces captured important settlement Ternovate in Zaporizhzhia.,video/audio transcript
